Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,,LogMass,Combined Mass (g),Comments,Reference,IUCN status,comment,comment,Home Range Size,units for home range sizse,reference for home range
Insular,"SW British Columbia and Iowa (USA) to Peru, N Argentina and Uruguay, Cuba, Jamaica, Hispanila",extant,Chiroptera,Molossidae,Nyctinomops,macrotis,,1.265,18.400,,153,,,,,,
Insular,Java,extant,Chiroptera,Molossidae,Otomops,formosus,,-999.000,-999.000,,-999,,,,,,
Insular,New Guniea,extant,Chiroptera,Molossidae,Otomops,secundus,,-999.000,-999.000,,-999,,,,,,
Insular,New Guniea,extant,Chiroptera,Molossidae,Otomops,papuensis,,1.217,16.5,,259,,,,,,
Insular,"Djbouti and Central African Republic to Angola and Natal (South Africa), Madagascar",extant,Chiroptera,Molossidae,Otomops,martiensseni,,1.535,34.300,,153,,,,,,
Insular,"Jalisco and Yucatan (Mexico) to Peru, N Argtina and Surinam, Trinidad",extant,Chiroptera,Molossidae,Promops,centralis,,1.421,26.367,,153,,,,,,
Insular,"S Brazil, Argentina and Chile to oregon, s Nebraska and Ohio (USA), Greater and Lesser Antilles",extant,Chiroptera,Molossidae,Tadarida,brasiliensis,,1.097,12.489,,153,,,,,,
Insular,"South Africa to Nigeria, Algeria and Egypt to Yemen and Oman, east to India and Sri Lanka",extant,Chiroptera,Molossidae,Tadarida,aegyptiaca,,1.225,16.782,,153,,,,,,
Insular,"France, Portugal and Morocco to Japan, S China and Taiwan, maderia (Portugal) and Canary Isl (Spain)",extant,Chiroptera,Molossidae,Tadarida,teniotis,,1.432,27.039,,153,,,,,,
Insular,"S and C Australia, new Guniea",extant,Chiroptera,Molossidae,Tadarida,australis,,1.502,31.800,,153,,,,,,
Insular,"E Zaire, Rwanda, Kenya, Tanzania, Zambia, Malawi, Zimbabwe, Transvaal (South africa), Madagascar",extant,Chiroptera,Molossidae,Tadarida,fulminans,,1.548,35.280,,153,,,,,,
Insular,"Greater Antilles, adjacent small islands",extant,Chiroptera,Mormoopidae,Mormoops,blainvillii,,0.934,8.600,,153,,,,,,
Insular,"S Texas, S arizona (USA) and Baja California (Mexico) to NW Peru and N Venezuela; aruba, Curacao and Bonaire (netherlands Antilles); Trinidad; margarita isl (Venezuela)",extant,Chiroptera,Mormoopidae,Mormoops,megalophylla,,1.191,15.533,,261,,,,,,
Insular,"Cuba, Jamaica, Hispaniola, Puerto Rico",extant,Chiroptera,Mormoopidae,Pteronotus,quadridens,,0.712,5.155,,153,,,,,,
Insular,"Cuba, Jamaica",extant,Chiroptera,Mormoopidae,Pteronotus,macleayii,,0.728,5.350,,271,,,,,,
Insular,"NW Peru and N Venezuela to S Baja California, S Sonora and Nuevo Leon (Mexico); Trinidad; S Lesser antilles",extant,Chiroptera,Mormoopidae,Pteronotus,davyi,,0.964,9.213,,153,,,,,,
Insular,"Peru, Brazil, Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico); Cuba; Jamaica; Puerto Rico; Hispaniola; Trindidad and Tobago; Margarita Isl (venezuela); La Gonave Is (Haiti)",extant,Chiroptera,Mormoopidae,Pteronotus,parnellii,,1.294,19.671,,153,,,,,,
Insular,New Zealand,extant,Chiroptera,Mystacinidae,Mystacina,tuberculata,,1.100,12.600,,153,,,,,,
Insular,Madgascar,extant,Chiroptera,Myzopodidae,Myzopoda,aurita,,-999.000,-999.000,,-999,,,,,,
Insular,"Cuba, bahama Isls",extant,Chiroptera,Natalidae,Natalus,lepidus,,-999.000,-999.000,,-999,,,,,,
Insular,"Cuba, jamaica, Hispaniola, Providencia isl (Colombia)",extant,Chiroptera,Natalidae,Natalus,micropus,,-999.000,-999.000,,-999,,,,,,
Insular,Bahamas,extant,Chiroptera,Natalidae,Natalus,tumidifrons,,0.547,3.525,,153,,,,,,
Insular,"S Baja California, nuevo leon and Sonora (mexico) to Brazil, Lesser antilles, Hispaniola, Jamaica, Cuba (subfossil)",extant,Chiroptera,Natalidae,Natalus,stramineus,,0.739,5.484,,153,,,,,,
Insular,"Surinam, Venezula, Columbia, Trinidad and Tobago, Curacoa and Bonaire (Netherlands Antilles)",extant,Chiroptera,Natalidae,Natalus,tumidirostris,,0.806,6.400,,261,,,,,,
Insular,"sinaloa (Mexico) to Guianas, s Brazil, N Argentina, and Peru, Trinidad; Greater and Lesser Antilles; s Bahamas",extant,Chiroptera,Noctilionidae,Noctilio,leporinus,,1.736,54.450,,261,,,,,,
Insular,Senegal to Somalia and south to Angola and South Africa; Zanzibar; Bioko,extant,Chiroptera,Nycteridae,Nycteris,hispida,,0.936,8.633,,153,,,,,,
Insular,"Central Arabia; Israel; Sinai; Egypt to Morocco, Senegal, benin, Somalia and Kenya, thence south to South Africa in open country; Zanzibar and Pemba",extant,Chiroptera,Nycteridae,Nycteris,thebaica,,0.992,9.811,,153,,,,,,
Insular,Sierra leone to s and E Zaire; W Kenya; SW Sudan; NE Angola; Bioko,extant,Chiroptera,Nycteridae,Nycteris,arge,,1.077,11.950,,153,,,,,,
Insular,"Burma, Thailand, W Malaysia, Sumatra, Borneo",extant,Chiroptera,Nycteridae,Nycteris,tragata,,1.158,14.400,,153,,,,,,
Insular,"Senegal to Ethiopia, south to Zimbabwe, malawi and Mozambique, Zanzibar; Madagascar",extant,Chiroptera,Nycteridae,Nycteris,macrotis,,1.160,14.459,,153,,,,,,
Insular,"Java, Bali and Kangean Isl (Indonesia)",extant,Chiroptera,Nycteridae,Nycteris,javanica,,1.248,17.700,,153,,,,,,
Insular,"Senegal to Kenya, Zimbabwe and Mozambique; Zanzibar and Pemba",extant,Chiroptera,Nycteridae,Nycteris,grandis,,1.479,30.157,,153,,,,,,
Insular,"Amazonian Brazil, Guianas, Panama, Venezuela, Trinidad, Bonaire Isl (Netherlands Antilles)",extant,Chiroptera,Phyllostomidae,Ametrida,centurio,,1.014,10.325,,153,,,,,,
Insular,"Peru, Bolivia, SE Brazil, French Guiana and Ecuador to Tamaulipas and Sinaloa (Mexico); Trinidad; Grenada (Lesser Antilles)",extant,Chiroptera,Phyllostomidae,Anoura,geoffroyi,,1.160,14.450,,261,,,,,,
Insular,"Lesser Antilles, from St Eustatius to st Vincent",extant,Chiroptera,Phyllostomidae,Ardops,nichollsi,,1.235,17.160,,153,,,,,,
Insular,Jamaica,extant,Chiroptera,Phyllostomidae,Ariteus,flavescens,,1.076,11.900,,280,,,,,,
Insular,S Mexico to Bolivia and S brazil; Trinidad and Tobago; grenada (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Artibeus,glaucus,,1.044,11.060,,153,,,,,,
Insular,"Sinaloa and Tamaulipas (Mexico) to Ecuador and Venezuela; Trinidad and Tobago; Greater and Lasser Antilles, Amazonian Brazil (only if obscurus r planirostris is included in this species). Perhaps Florida keys as well",extant,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,,1.625,42.174,,153,,,,,,
Insular,"Sinaloa and Tamaulipas (Mexico) to s Brazil, N argentina and Bolivia, Trinidad and Tobago, s lesser Antilles, Tres Marias Isls",extant,Chiroptera,Phyllostomidae,Artibeus,lituratus,,1.785,60.950,,261,,,,,,
Insular,"Cuba, Hispaniola, Jamaica (extinct), Grand Cayman (Cayman Isls) Middle Caicos (SE Bahamas)",extant,Chiroptera,Phyllostomidae,Brachyphylla,nana,,1.554,35.826,,153,,,,,,
Insular,"Puerto Rico, Virgin Isls and throughout Lesser Antilles south to St. Vincent and Barbados",extant,Chiroptera,Phyllostomidae,Brachyphylla,cavernarum,,1.664,46.167,,153,,,,,,
Insular,"Oaxaca, veracruz and Yucatan Peninsula (Mexico) to Peru, Bolivia, Paraguay, SE Brazil and Guianas, Trinidad and Tobago; Grenada (lesser Antilles); perhaps Jamaica, N Lesser Antilles",extant,Chiroptera,Phyllostomidae,Carollia,perspicillata,,1.210,16.225,,261,,,,,,
Insular,Venezuela to Tamaulipas and Sinaloa (Mexico); Trinidad and Tabago,extant,Chiroptera,Phyllostomidae,Centurio,senex,,1.322,21.000,,261,,,,,,
Insular,"panama to Amazonia Brazil, Bolivia and Peru, Trindad",extant,Chiroptera,Phyllostomidae,Chiroderma,trinitatum,,1.136,13.675,,153,,,,,,
Insular,"Hida;go (mexico) to S brazil, Bolivia and Peru, Trinidad and Tobago",extant,Chiroptera,Phyllostomidae,Chiroderma,villosum,,1.364,23.120,,153,,,,,,
Insular,Guaseloupe and Montserrat (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Chiroderma,improvisum,,1.544,35.000,,153,,,,,,
Insular,"Trinidad, Peru, Guianas, Amazonia Brazil",extant,Chiroptera,Phyllostomidae,Choeroniscus,intermedius,,0.766,5.833,,153,,,,,,
Insular,"Uruguay, N Argentia and N Chile to sonora, Nuevo Leon and Tamaulipas (Mexico), Margarita Isl (Venezuela), Trinidad",extant,Chiroptera,Phyllostomidae,Desmodus,rotundus,,1.435,27.200,,261,,,,,,
Insular,"Tamaulipas (Mexico) to N Argentina and E Brazil; Trinidad, Margarita Isl (Venezuela)",extant,Chiroptera,Phyllostomidae,Diaemus,youngi,,1.566,36.833,,261,,,,,,
Insular,"Cuba, Jamaica, Hispaniola, Puerto Rico, Bahamas and Cayman Isls",extant,Chiroptera,Phyllostomidae,Erophylla,sezekorni,,1.199,15.800,,153,,,,,,
Insular,"Tamaulipas, Sonora and Tres Marias Isls (Mexico) to Guianas, SE Brazil, N Argentina and Peru; Margarita Isl (Venezuela); Trinidad; Grenada (Lesser Antilles); Jamaica; perhaps Bahama Isls",extant,Chiroptera,Phyllostomidae,Glossophaga,soricina,,0.915,8.225,,261,,,,,,
Insular,"N Ecuador, Colombia; Venezuela (Including Margarita Isl); N Brazil; Guyana; Trindad and Tobago; Grenada, St Vincent, Curacao, Bonaire and Aruba (Lesser Antilles)",extant,Chiroptera,Phyllostomidae,Glossophaga,longirostris,,1.059,11.450,,261,,,,,,
Insular,"Curacao, Bonaire and Aruba (Netherlands Antilles), NE Colombia, N Venezuela (inc. Margarita Isl); El Salvador to Arizona and New Mexico (USA)",extant,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,,1.370,23.420,,153,,,,,,
Insular,"Oxaca (Mexico) to SE Brazil, Peru and Ecuador; Trindad; perhaps New Providence Isl (Bahama Isls)",extant,Chiroptera,Phyllostomidae,Lonchorhina,aurita,,1.196,15.700,,153,,,,,,
Insular,Sonora and Hidalgo (Mexico) to Guatemala; Bahama Isls; Jamaica; Cuba; Cayman Isls (NW of Jamaica); Hispaniola and Beata Isls,extant,Chiroptera,Phyllostomidae,Macrotus,waterhousii,,1.106,12.750,,153,,,,,,
Insular,"Costa Rica to peru, Bolivia and Amazonia Brazil; Trinidad",extant,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,,0.840,6.920,,153,,,,,,
Insular,"Tamaulipas and Jalisco (Mexico) to Peru, Bolivia and Brazil; Trinidad and Tobago; margarita Isl (Venezuela); Grenada",extant,Chiroptera,Phyllostomidae,Micronycteris,megalotis,,0.754,5.675,,261,,,,,,
Insular,Nicaragua to S Brazil; Peru; Guianas; trinidad; Boliva,extant,Chiroptera,Phyllostomidae,Micronycteris,minuta,,0.813,6.500,,153,,,,,,
Insular,"Belize to N Colombia, Venezuela, Guianas, Amazonian Brazil and Peru; Trinidad",extant,Chiroptera,Phyllostomidae,Micronycteris,nicefori,,0.915,8.225,,153,,,,,,
Insular,Peru and SE Brazil to Nayarit and Veracruz (Mexico); Trinidad,extant,Chiroptera,Phyllostomidae,Micronycteris,sylvestris,,0.944,8.800,,153,,,,,,
Insular,"Honduras to French Guiana, Trinidad, Amazonian Brazil, Peru and Ecuador",extant,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,,1.049,11.200,,261,,,,,,
Insular,Oaxaca (Mexico) to French Guiana and Brazil; Trindad,extant,Chiroptera,Phyllostomidae,Micronycteris,brachyotis,,1.079,12.000,,261,,,,,,
Insular,"Chiapas and Campeche (Mexico) to Guianas, E Brazil, Bolivia, Ecuador and E Peru; Trindad",extant,Chiroptera,Phyllostomidae,Mimon,crenulatum,,1.138,13.750,,153,,,,,,
Insular,"Cuba, Hispaniola, Puerto Rico, Jamaica, S Bahama Isls",extant,Chiroptera,Phyllostomidae,Monophyllus,redmani,,0.940,8.700,,153,,,,,,
Insular,Lesser Antilles from Anguilla to St Vincent and Barbados. Fossils known from Puerto Rico,extant,Chiroptera,Phyllostomidae,Monophyllus,plethodon,,1.170,14.807,,153,,,,,,
Insular,Jamaica,extant,Chiroptera,Phyllostomidae,Phyllonycteris,aphylla,,-999.000,-999.000,,-999,,,,,,
Insular,"Cuba, Isle of Pines, Hispaniola",extant,Chiroptera,Phyllostomidae,Phyllonycteris,poeyi,,-999.000,-999.000,,-999,,,,,,
Insular,"Cuba, Hispaniola; as fossil, Isle of Pines (Cuba)",extant,Chiroptera,Phyllostomidae,Phyllops,falcatus,,-999.000,-999.000,,-999,,,,,,
Insular,"Oaxaca and Veracruz (Mexico) to Guianas, SE Brazil, Paraguay, N Argentina and Peru, Trinidad; Margarita Isl (Venezeula)",extant,Chiroptera,Phyllostomidae,Phyllostomus,discolor,,1.447,28.000,,261,,,,,,
Insular,"Honduras to Guianas, E Brazil, Paraguay, N Argentina and Peru; Trinidad and Tabago; Margarita Isl (Venezuela), Bolivia",extant,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,1.885,76.675,,261,,,,,,
Insular,peurto Rico and Virgin isls (St. John and St. Thomas),extant,Chiroptera,Phyllostomidae,Stenoderma,rufum,,1.315,20.650,,153,,,,,,
Insular,Guadeloupe (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Sturnira,thomasi,,-999.000,-999.000,,-999,,,,,,
Insular,"Lesser Antilles, sonora and Tamaulipas (Mexico) to N Argentina, uruguay and E Brazil, Trindad and Tobago, perhaps Jamaica",extant,Chiroptera,Phyllostomidae,Sturnira,lilium,,1.281,19.100,,153,,,,,,
Insular,"Brazil, Guianas, Venezuela, Trindad, Colombia, Ecuador, peru, Bolivia",extant,Chiroptera,Phyllostomidae,Sturnira,tildae,,1.381,24.040,,153,,,,,,
Insular,"Veracruz (Mexico) to Bolivia, NE Brazil and Trinidad",extant,Chiroptera,Phyllostomidae,Tonatia,brasiliense,,0.972,9.375,,153,,,,,,
Insular,"Chiapas (Mexico) and Belize to N Argentina, Paraguay and Brazil; Trindad",extant,Chiroptera,Phyllostomidae,Tonatia,bidens,,1.414,25.967,,261,,,,,,
Insular,"Oaxaca (Mexico) to Guianas, SE Brazil, Bolivia and Ecuador; Trinidad",extant,Chiroptera,Phyllostomidae,Trachops,cirrhosus,,1.576,37.667,,153,,,,,,
Insular,"Veracruz and Oaxaca (Mexico) to Peru, Bolivia and Brazil, Trinidad",extant,Chiroptera,Phyllostomidae,Uroderma,bilobatum,,1.228,16.900,,261,,,,,,
Insular,"Oaxaca (Mexico) to Peru, Bolivia and N Brazil; Trindad and Tobago",extant,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,,1.540,34.700,,153,,,,,,
Insular,"Veracruz (Mexico) to Ecuador and Peru, N and SW Brazil and Guinanas, Trinidad, perhaps Jamaica",extant,Chiroptera,Phyllostomidae,Vampyrum,spectrum,,2.215,164.200,,261,,,,,,
Insular,Talaud isls (Indonesia),extant,Chiroptera,Pteropodidae,Acerodon,humilis,,-999.000,-999.000,,-999,,,,,,
Insular,"Balabac, Palawan, Busuanga Isl (Philippines)",extant,Chiroptera,Pteropodidae,Acerodon,leucotis,,-999.000,-999.000,,-999,,,,,,
Insular,"Sulawesi, Saleyer isl and Sula Mangoli (Indonesia)",extant,Chiroptera,Pteropodidae,Acerodon,celebensis,,2.591,390.000,,153,,,,,,
Insular,"Lombok, Sumbawa, Flores, Alor Isl, Sumba and Timor (Indonesia)",extant,Chiroptera,Pteropodidae,Acerodon,mackloti,,2.672,470.333,,153,,,,,,
Insular,Philippines,extant,Chiroptera,Pteropodidae,Acerodon,jubatus,,3.031,1075.000,,153,,,,,,
Insular,"W Malaysia, Borneo, Sumatra, Java and Lombok",extant,Chiroptera,Pteropodidae,Aethalops,alecto,,1.176,15.000,,153,,,,,,
Insular,Mindanao (Philippines),extant,Chiroptera,Pteropodidae,Alionycteris,paucidentata,,1.208,16.153,,153,,,,,,
Insular,New Guinea,extant,Chiroptera,Pteropodidae,Aproteles,bulmerae,,2.778,600.000,,153,,,,,,
Insular,"Thailand, W Malysia, Borneo, Durian and Galang Isls",extant,Chiroptera,Pteropodidae,Balionycteris,maculata,,1.097,12.500,,257,,,,,,
Insular,N Sulawesi (Indonesia),extant,Chiroptera,Pteropodidae,Boneia,bidens,,-999.000,-999.000,,-999,,,,,,
Insular,"Thailand, W Malaysia, Borneo, Sumatra, Java, Nias Isl and Sulawesi",extant,Chiroptera,Pteropodidae,Chironax,melanocephalus,,1.196,15.700,,257,,,,,,
Insular,"Sri Lanka, India, SE Asia, Malysia, Philippines, Nicobar and Andaman Isl, Borneo, Sumatra, Sulawesi, Talaud Isl and adjacent small islands",extant,Chiroptera,Pteropodidae,Cynopterus,brachyotis,,1.485,30.550,,"257, 121",,,,,,
Insular,"lombok, sumbawi, flores, sumba, and adjacent small islands",extant,Chiroptera,Pteropodidae,Cynopterus,nusatenggara,,1.562,36.438,,258,,,,,,
Insular,"Sri Lanka, India, S China, SE Asia, W Malaysia, Sumatra adjacent small islands and perhaps Borneo",extant,Chiroptera,Pteropodidae,Cynopterus,sphinx,,1.640,43.662,,153,,,,,,
Insular,"Thailand, W Malaysia, Borneo, Java, Sumatra, Lesser Sunda Isls and adjacent small islands",extant,Chiroptera,Pteropodidae,Cynopterus,horsfieldi,,1.744,55.500,,257,,,,,,
Insular,Sumatra Java Lombok Timor and adjacent small islands,extant,Chiroptera,Pteropodidae,Cynopterus,titthaecheileus,,1.750,56.267,,153,,,,,,
Insular,"C and W New Guinea and adjacent small islands, Sulawesi",extant,Chiroptera,Pteropodidae,Dobsonia,minor,,1.893,78.225,,153,,,,,,
Insular,Somlomon isls,extant,Chiroptera,Pteropodidae,Dobsonia,inermis,,2.175,149.500,,153,,,,,,
Insular,Waigo Isl (off west end of New Guinea),extant,Chiroptera,Pteropodidae,Dobsonia,beauforti,,2.201,159.014,,153,,,,,,
Insular, Bismarck Arch,extant,Chiroptera,Pteropodidae,Dobsonia,praedatrix,,2.276,188.683,,153,,,,,,
Insular,Biak and Owii Isls (in Geelvink Bay),extant,Chiroptera,Pteropodidae,Dobsonia,emersa,,2.291,195.500,,153,,,,,,
Insular,"Sumba Timor Flores Sumbawa Nusa Penida (near Bali) Komodo, Alor Wetar, Babar (Indonesia)",extant,Chiroptera,Pteropodidae,Dobsonia,peroni,,2.336,216.900,,153,,,,,,
Insular,"Sulawesi, Muluccas and nearby islands",extant,Chiroptera,Pteropodidae,Dobsonia,viridis,,2.377,238.000,,153,,,,,,
Insular,Sulawesi and adjacent small islands,extant,Chiroptera,Pteropodidae,Dobsonia,exoleta,,2.396,249.000,,153,,,,,,
Insular,"Luisiade Arch, D'Entrecasteaux Isls and Trobriand Isls (Papua New Guinea)",extant,Chiroptera,Pteropodidae,Dobsonia,pannietensis,,2.428,267.700,,153,,,,,,
Insular,"Bismarck arch, New Guinea, Aru islands, Batanta and Mysol (offf W New Guinea) and Molucca Isls (including Waido isl) N Queensland (Australia)",extant,Chiroptera,Pteropodidae,Dobsonia,moluccensis,,2.581,381.436,,153,,,,,,
Insular,"Sumatra, Borneo, W Malaysia, Luzon and Mindanao (Philippines)",extant,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,,1.892,78.000,,153,,,,,,
Insular,"Senegal to Ethiopia to South Africa; SW Arabia, islands in the Guinea Gulf and off E Africa",extant,Chiroptera,Pteropodidae,Eidolon,helvum,,2.404,253.315,,153,,,,,,
Insular,Madagascar,extant,Chiroptera,Pteropodidae,Eidolon,dupreanum,,2.453,283.750,,153,,,,,,
Insular,"N India, Burma, S China, Thailand, W malaysia, Borneo, Sumatra, Java, Sumba, Timpr, and Sulawesi (Indonesia), Philippines, Andaman Isls (India)",extant,Chiroptera,Pteropodidae,Eonycteris,spelaea,,1.774,59.467,,"257, 122",,,,,,
Insular,"Borneo, Philippines Mentawai Isl (Indonesia)",extant,Chiroptera,Pteropodidae,Eonycteris,major,,1.862,72.750,,153,,,,,,
Insular,"Cameroon to Somalia, south to Angola and South Africa; Pemba and Zanzibar isls",extant,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,,1.962,91.584,,153,,,,,,
Insular,Philippines,extant,Chiroptera,Pteropodidae,Haplonycteris,fischeri,,1.254,17.960,,153,,,,,,
Insular,Sulawesi,extant,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,,2.017,104.000,,153,,,,,,
Insular,Philippines,extant,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,,2.043,110.500,,153,,,,,,
Insular,"Sierra leone to W Kenya, south to Zambia and Angola, Bioko",extant,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,,2.525,335.083,,153,,,,,,
Insular,"Thailand to Philippines, New Guinea, Bismarck Arch (Papua N Guinea) Solomon Isls and N Australia",extant,Chiroptera,Pteropodidae,Macroglossus,minimus,,1.241,17.400,,122,,,,,,
Insular,SE Asia Sumatra and Java adjacent small islands,extant,Chiroptera,Pteropodidae,Macroglossus,sobrinus,,1.345,22.133,,153,,,,,,
Insular,Java,extant,Chiroptera,Pteropodidae,Megaerops,kusnotoi,,-999.000,-999.000,,-999,,,,,,
Insular,"Philippines, Borneo, W Malaysia",extant,Chiroptera,Pteropodidae,Megaerops,wetmorei,,1.267,18.500,,153,,,,,,
Insular,"Borneo, Sumatra, W Malaysia, Thailand perhaps Vietman",extant,Chiroptera,Pteropodidae,Megaerops,ecaudatus,,1.392,24.667,,153,,,,,,
Insular,"Liberia to uganada, S Zaire and N Angola, Bioko",extant,Chiroptera,Pteropodidae,Megaloglossus,woermanni,,1.195,15.657,,153,,,,,,
Insular,Florida and Choiseul Isls (Solomon Isls),extant,Chiroptera,Pteropodidae,Melonycteris,aurantius,,1.466,29.220,,153,,,,,,
Insular,Solomon Isls,extant,Chiroptera,Pteropodidae,Melonycteris,woodfordi,,1.567,36.875,,153,,,,,,
Insular,"Bismarck arch, New Guinea, Aru islands, Batanta and Mysol (offf W New Guinea) and Molucca Isls (including Waido isl) N Queensland (Australia)",extant,Chiroptera,Pteropodidae,Melonycteris,melanops,,1.691,49.042,,153,,,,,,
Insular,Sao Tome Isl (Gulf of Guinea),extant,Chiroptera,Pteropodidae,Myonycteris,brachycephala,,-999.000,-999.000,,-999,,,,,,
Insular,"Sierra Leone to Uganada, south to nagola and Zambia; Bioko",extant,Chiroptera,Pteropodidae,Myonycteris,torquata,,1.626,42.225,,153,,,,,,
Insular,W and N Sulawesi,extant,Chiroptera,Pteropodidae,Neopteryx,frosti,,-999.000,-999.000,,-999,,,,,,
Insular,"Vanuata (=New Hebrides) New Caledonia, Fiji Isls, Caroline Isls",extant,Chiroptera,Pteropodidae,Notopteris,macdonaldi,,1.814,65.140,,153,,,,,,
Insular,"New Guinea, Irian Jaya, Geelvink Bay, Legarar River",extant,Chiroptera,Pteropodidae,Nyctimene,celaeno,,-999.000,-999.000,,-999,,,,,,
Insular,"Sulawesi, C Moluccas",extant,Chiroptera,Pteropodidae,Nyctimene,minutus,,-999.000,-999.000,,-999,,,,,,
Insular,"New Guniea, New Britain (Bismarck Arch)",extant,Chiroptera,Pteropodidae,Nyctimene,draconilla,,1.462,29.000,,153,,,,,,
Insular,"New Guinea, Molucca and Kei Isls, Solomon Isls, N Queensland (Australia) Bismark Arch.",extant,Chiroptera,Pteropodidae,Nyctimene,albiventer,,1.475,29.875,,153,,,,,,
Insular,"Umboi Isl, Bismarck Arch, Solomon Isl",extant,Chiroptera,Pteropodidae,Nyctimene,vizcaccia,,1.602,40.000,,153,,,,,,
Insular,New Guinea,extant,Chiroptera,Pteropodidae,Nyctimene,certans,,1.624,42.100,,153,,,,,,
Insular,"Sulawesi, Timor, Molucca Isls and Numfoor Isls (Off N coast New Guniea); extreme S New Guinea",extant,Chiroptera,Pteropodidae,Nyctimene,cephalotes,,1.648,44.467,,153,,,,,,
Insular,"New Guniea, New Britain (Bismarck Arch)",extant,Chiroptera,Pteropodidae,Nyctimene,cyclotis,,1.681,48.000,,153,,,,,,
