Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,,LogMass,Combined Mass (g),Comments,Reference,IUCN status,comment,comment,Home Range Size,units for home range sizse,reference for home range
EA,"Russia, Mongolia, China",extant,Rodentia,Sciuridae,Spermophilus,dauricus,,2.208,161.300,,173,,,,,,
EA,,extant,Rodentia,Sciuridae,Spermophilus,suslicus,,2.401,252.000,habitat loss,134,VU,"m 280, f 224",,,,
EA,"Transcaucasis (Armenia, possibly Azerbaidzhan), turkey, Syria, Israel",extant,Rodentia,Sciuridae,Spermophilus,xanthoprymnus,,2.462,289.667,,195,,,,,,
EA,"Germany, Czechoslovakia, Poland, SE Europe, turkey, Moldova, Ukraine",extant,Rodentia,Sciuridae,Spermophilus,citellus,,2.462,290.000,habitat loss,"111, 134",VU,range240-340g,,,,
EA,,extant,Rodentia,Sciuridae,Spermophilus,fulvus,,2.775,596.000,Added in by KJ and ME,68,,,,,,
EA,"Kirgizistan, Kazakhstan",extant,Rodentia,Sciuridae,Spermophilus,relictus,,2.778,600.000,,75,,,,,,
EA,,extant,Rodentia,Sciuridae,Spermophilus,parryii,,2.881,759.994,,60,,,,,,
EA,,extant,Rodentia,Sciuridae,Spermophilus,undulatus,,2.924,840.000,Added in by KJ and ME,68,,,,,,
EA,,extant,Rodentia,Sciuridae,Sundasciurus,tenuis,,1.875,75.000,Added in by KJ and ME,68,,,,,,
EA,Malaysian subregion,extant,Rodentia,Sciuridae,Sundasciurus,lowii,,1.954,90.000,,119,,,,,,
EA,,extant,Rodentia,Sciuridae,Sundasciurus,hippurus,,2.699,500.000,,119,,,,,,
EA,,extant,Rodentia,Sciuridae,Tamias,sibiricus,,1.929,85.000,Added in by KJ and ME,68,,,,,,
EA,"Nepal, India, Burma, China, Thailand, Vietnam, Laos, Cambodia, Malay Peninsula",extant,Rodentia,Sciuridae,Tamiops,macclellandi,,1.744,55.469,,"119, 133",,,,,,
EA,"Thailand, Cambodia, Laos, Vietnam",extant,Rodentia,Sciuridae,Tamiops,rodolphei,,1.748,55.950,,60,,,,,,
EA,"China, Vietnam, Loas",extant,Rodentia,Sciuridae,Tamiops,maritimus,,1.846,70.150,,60,,,,,,
EA,"Gansu, Tibet, China, Burma, Vietnam",extant,Rodentia,Sciuridae,Tamiops,swinhoei,,1.929,85.000,,60,,,,,,
EA,China,extant,Rodentia,Sciuridae,Trogopterus,xanthipes,,2.872,744.937,habitat loss,walkers online,EN,"267-305 mm, regression",,,,
EA,India,extant,Scandentia,Tupaiidae,Anathana,ellioti,,2.204,160.000,habitat loss,141,LR,,,,,
EA,,extant,Scandentia,Tupaiidae,Dendrogale,murina,,1.699,50.000,,141,,,,,,
EA,,extant,Scandentia,Tupaiidae,Ptilocercus,lowii,,1.628,42.500,Added in by KJ and ME,68,,,,,,
EA,"peninsular Thailand, Peninsular Malaysia",extant,Scandentia,Tupaiidae,Tupaia,minor,,1.845,70.000,,119,,,,,,
EA,,extant,Scandentia,Tupaiidae,Tupaia,glis,,2.201,159.000,Added in by KJ and ME,75,,,,,,
EA,"Malaysia, Thailand, Burma, India, China, Cambodia, Laos, Vietnam",extant,Scandentia,Tupaiidae,Tupaia,belangeri,,2.301,200.000,,75,,,,,,
Insular,Borneo,extant,Artiodactyla,Bovidae,Bos,javanicus,,5.845,700000.000,,"75, 118",,,,,,
Insular,Sulawesi,extant,Artiodactyla,Bovidae,Bubalus,quarlesi,,5.176,150000.000,"hunting, habitat loss, pathogens/parasites",136,EN,,,,,
Insular,Philippines,extant,Artiodactyla,Bovidae,Bubalus,mindorensis,,5.368,233333.333,"hunting, habitat loss, pathogens/parasites",92,CR,female weights:300000 (range180000-220000),,,,
Insular,Sulawesi,extant,Artiodactyla,Bovidae,Bubalus,depressicornis,,5.477,300000.000,"hunting, habitat loss, pathogens/parasites",136,EN,,,,,
Insular,Tawain,extant,Artiodactyla,Bovidae,Naemorhedus,swinhoei,,4.322,21000.000,"hunting, habitat loss, natural disasters","233, http://www.traveltaiwan.com/e/em.html",VU,,,,,
Insular,Japan,extant,Artiodactyla,Bovidae,Naemorhedus,crispus,,4.570,37160.000,unknown,233,LR,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Cervidae,Axis,porcinus,,4.522,33255.500,,132,,,,,,
Insular,Philippines,extant,Artiodactyla,Cervidae,Axis,calamianensis,,4.607,40500.000,"habitat loss, invasive competitors",141,LR,,,,,
Insular,Indonesia,extant,Artiodactyla,Cervidae,Axis,kuhlii,,4.740,55000.000,"habitat loss, invasive competitors",147,EN,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Cervidae,Axis,axis,,4.795,62345.550,,132,,,,,,
Insular,Philippines,extant,Artiodactyla,Cervidae,Cervus,alfredi,,4.677,47500.000,,202,EN,,,,,
Insular,Philippines,extant,Artiodactyla,Cervidae,Cervus,mariannus,,4.699,50000.000,hunting,136,DD,,,,,
Insular,Borneo,extant,Artiodactyla,Cervidae,Cervus,timorensis,,4.799,63000.000,,"59, 118",,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Cervidae,Cervus,unicolor,,5.205,160413.333,,132,,,,,,
Insular,Borneo,extant,Artiodactyla,Cervidae,Cervus,unicolor,,5.228,169000.000,,"59, 118",,,,,,
Insular,Taiwan,extant,Artiodactyla,Cervidae,Muntiacus,reevesi,,4.130,13500.000,,136,,,,,,
Insular,Borneo,extant,Artiodactyla,Cervidae,Muntiacus,muntjak,,4.146,14000.000,Added in by KJ and ME,"68, 118",,,,,,
Insular,Borneo,extant,Artiodactyla,Cervidae,Muntiacus,atherodes,,4.193,15600.000,,118,,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Cervidae,Muntiacus,muntjak,,4.296,19777.375,,132,,,,,,
Insular,Sulawesi,extant,Artiodactyla,Suidae,Babyrousa,babyrussa,,5.000,100000.000,"hunting, habitat loss, pathogens/parasites",68,VU,,,,,
Insular,Madagascar,extant,Artiodactyla,Suidae,Potamochoerus,larvatus,,1.796,62.500,,150,,female: 55kg; males 70kg; estimated measurements for malagasy specimens,,,,
Insular,Philippines,extant,Artiodactyla,Suidae,Sus,cebifrons,,-999.000,-999.000,"hunting, persecution, habitat loss, hybridizers, parasites/pathogens",-999,CR,,,,,
Insular,"Flores Isls., Indonesia",extant,Artiodactyla,Suidae,Sus,heureni,,-999.000,-999.000,,-999,,,,,,
Insular,Philippines,extant,Artiodactyla,Suidae,Sus,philippensis,,-999.000,-999.000,"hunting, persecution, habitat loss, parasites/pathogens, chgs in native species dynamics",-999,VU,,,,,
Insular,Indonesia,extant,Artiodactyla,Suidae,Sus,timoriensis,,-999.000,-999.000,,-999,,,,,,
Insular,Indonesia,extant,Artiodactyla,Suidae,Sus,celebensis,,4.740,55000.000,,http://www.ultimateungulate.com/Artiodactyla/Sus_celebensis.html,,,,,,
Insular,Java,extant,Artiodactyla,Suidae,Sus,verrucosus,,4.910,81250.000,,136,EN,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Suidae,Sus,scrofa,,4.928,84818.550,,132,,,,,,
Insular,Philippines,extant,Artiodactyla,Suidae,Sus,barbatus,,4.985,96666.667,,"118, 119",,,,,,
Insular,"Sumatra, Borneo Indonesia",extant,Artiodactyla,Suidae,Sus,barbatus,,4.985,96666.667,,"118, 119",,,,,,
Insular,Sri Lanka,extant,Artiodactyla,Tragulidae,Moschiola,meminna,,3.535,3426.281,,132,,,,,,
Insular,Borneo,extant,Artiodactyla,Tragulidae,Tragulus,javanicus,,3.352,2250.000,,118,,,,,,
Insular,Borneo,extant,Artiodactyla,Tragulidae,Tragulus,napu,,3.602,4000.000,,118,,,,,,
Insular,Sri Lanka,extant,Carnivora,Canidae,Canis,aureus,,3.907,8077.417,,"131, 132",,,,,,
Insular,Java; Sumatra,extant,Carnivora,Canidae,Cuon,alpinus,,4.106,12760.000,"hunting, habitat loss, parasites/pathogens",68,VU,,,,,
Insular,Borneo,extant,Carnivora,Felidae,Catopuma,badia,,3.398,2500.000,"hunting, habitat loss",141,EN,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Catopuma,temminckii,,4.061,11500.000,Added in by KJ and ME,68,,,,,,
Insular,Sri Lanka,extant,Carnivora,Felidae,Felis,chaus,,3.912,8172.000,,132,,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Neofelis,nebulosa,,4.298,19851.500,"hunting, habitat loss","68, 118",VU,,,,,
Insular,Sri Lanka,extant,Carnivora,Felidae,Panthera,pardus,,4.745,55615.000,,132,,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Pardofelis,marmorata,,3.391,2458.500,,118,,,,,,
Insular,Sri Lanka,extant,Carnivora,Felidae,Prionailurus,rubiginosus,,3.152,1418.750,"persecution, habitat loss",132,VU,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Prionailurus,bengalensis,,3.519,3300.000,Added in by KJ and ME,"68, 118",,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Prionailurus,planiceps,,3.829,6750.000,"persecution, habitat loss, change in prey base, pollution",141,VU,,,,,
Insular,Indonesia,extant,Carnivora,Felidae,Prionailurus,viverrinus,,3.888,7718.000,"hunting, habitat loss, pollution",133,VU,,,,,
Insular,Sri Lanka,extant,Carnivora,Felidae,Prionailurus,viverrinus,,3.947,8853.000,"hunting, habitat loss, pollution",132,VU,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Galidia,elegans,,2.903,800.000,Added in by KJ and ME,68,,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Galidia,elegans,,2.903,800.000,"habitat loss, changes in native competitors/feral cats, dogs",68,VU,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Galidictis,fasciata,,2.740,550.000,"habitat loss, changes in native competitors/feral cats, dogs",150,VU,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Galidictis,grandidieri,,3.146,1400.000,habitat loss,150,EN,,,,,
Insular,"Indonesia (Boreno, Sumatra)",extant,Carnivora,Herpestidae,Herpestes,semitorquatus,,-999.000,-999.000,,-999,,,,,,
Insular,Indonesia,extant,Carnivora,Herpestidae,Herpestes,edwardsii,,3.122,1324.200,,"115, 131",,,,,,
Insular,Japan,extant,Carnivora,Herpestidae,Herpestes,edwardsii,,3.122,1324.200,,"115, 131",,,,,,
Insular,Sri Lanka,extant,Carnivora,Herpestidae,Herpestes,edwardsii,,3.122,1324.200,,"115, 131",,,,,,
Insular,Sri Lanka,extant,Carnivora,Herpestidae,Herpestes,brachyurus,,3.150,1414.097,,132,,,,,,
Insular,Sri Lanka,extant,Carnivora,Herpestidae,Herpestes,smithii,,3.231,1702.500,,132,,,,,,
Insular,"Indonesia (Boreno, Sumatra)",extant,Carnivora,Herpestidae,Herpestes,brachyurus,,3.301,2000.000,,119,,,,,,
Insular,Philippines,extant,Carnivora,Herpestidae,Herpestes,brachyurus,,3.301,2000.000,,119,,,,,,
Insular,Sri Lanka,extant,Carnivora,Herpestidae,Herpestes,vitticollis,,3.334,2156.500,,"131, 132",,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Mungotictis,decemlineata,,2.813,650.000,Added in by KJ and ME,68,,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Mungotictis,decemlineata,,2.813,650.000,habitat loss,68,EN,,,,,
Insular,Madagascar,extant,Carnivora,Herpestidae,Salanoia,concolor,,2.813,650.000,"habitat loss, changes in native competitors",150,VU,,,,,
Insular,"Indonesia (Sumatra, Java, Borneo)",extant,Carnivora,Mustelidae,Amblonyx,cinereus,,3.000,1000.000,,119,,,,,,
Insular,Philippines,extant,Carnivora,Mustelidae,Amblonyx,cinereus,,3.000,1000.000,,119,,,,,,
Insular,"Taiwan, Hainan Isl., china",extant,Carnivora,Mustelidae,Amblonyx,cinereus,,3.000,1000.000,,119,,,,,,
Insular,Sri Lanka,extant,Carnivora,Mustelidae,Lutra,lutra,,3.639,4355.563,"hunting, pollution, chgs in native predators ","131, 132",EN,,,,,
Insular,"Indonesia (Boreno, Sumatra)",extant,Carnivora,Mustelidae,Lutra,sumatrana,,3.740,5500.000,,119,,,,,,
Insular,Indonesia,extant,Carnivora,Mustelidae,Lutrogale,perspicillata,,3.954,9000.000,Added in by KJ and ME,"68, 118",,,,,,
Insular,Japan,extant,Carnivora,Mustelidae,Martes,melampus,,3.000,1000.000,,141,,,,,,
Insular,Borneo,extant,Carnivora,Mustelidae,Martes,flavigula,,3.074,1185.000,,118,,,,,,
Insular,"Rhodes, crete",extant,Carnivora,Mustelidae,Martes,foina,,3.188,1540.800,,"111, 114, 117",,,,,,
Insular,"Taiwan, Hainan Isl, China",extant,Carnivora,Mustelidae,Melogale,moschata,,2.827,672.000,,120,,,,,,
Insular,,extant,Carnivora,Mustelidae,Melogale,everetti,,3.176,1500.000,habitat loss,203,VU,,,,,
Insular,Borneo,extant,Carnivora,Mustelidae,Melogale,personata,,3.231,1702.500,,131,,,,,,
Insular,,extant,Carnivora,Mustelidae,Melogale,orientalis,,3.301,2000.000,,141,,,,,,
Insular,Indonesia,extant,Carnivora,Mustelidae,Mustela,nudipes,,2.699,500.000,,119,,,,,,
Insular,"Java, Sumatra (Indonesia)",extant,Carnivora,Mustelidae,Mustela,lutreolina,,2.849,706.600,habitat loss,82,EN,"mean Male:870.7 (650-1005); Female:580, 505",,,,
Insular,Philippines,extant,Carnivora,Mustelidae,Mydaus,marchei,,3.151,1414.200,habitat loss,240,VU,,,,,
Insular,Indonesia,extant,Carnivora,Mustelidae,Mydaus,javanensis,,3.398,2500.000,,138,,,,,,
Insular,Subantarctic islands of New Zealand,extant,Carnivora,Otariidae,Phocarctos,hookeri,,5.050,112300.000,,204,,,,,,
Insular,NW Hawaiin Isls,extant,Carnivora,Phocidae,Monachus,schauinslandi,,5.348,223000.000,"hunting, habitat loss, accidents",137,EN,,,,,
Insular,"Maria Madre Isl, Maria Magdalena Isl, Mexico",extant,Carnivora,Procyonidae,Procyon,insularis,,-999.000,-999.000,"hunting, habitat loss, restricted range",-999,EN,,,,,
Insular,Bahamas,extant,Carnivora,Procyonidae,Procyon,maynardi,,-999.000,-999.000,,-999,,,,,,
Insular,"Guadeloupe Isl, Lesser Antilles",extant,Carnivora,Procyonidae,Procyon,minor,,-999.000,-999.000,,-999,,,,,,
Insular,Borneo,extant,Carnivora,Ursidae,Helarctos,malayanus,,4.672,47000.000,,"118, 119",,,,,,
Insular,Sri Lanka,extant,Carnivora,Ursidae,Melursus,ursinus,,4.936,86260.000,"hunting, habitat loss",132,VU,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Arctictis,binturong,,3.829,6750.000,,118,,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Arctogalidia,trivirgata,,3.352,2250.000,Added in by KJ and ME,"68, 118",,,,,,
Insular,Madagascar,extant,Carnivora,Viverridae,Cryptoprocta,ferox,,3.978,9500.000,"persecution, habitat loss",68,EN,,,,,
Insular,"Indonesia (Sumatra, Borneo)",extant,Carnivora,Viverridae,Cynogale,bennettii,,3.653,4500.000,,119,,,,,,
Insular,Madagascar,extant,Carnivora,Viverridae,Eupleres,goudotii,,3.477,3000.000,"hunting, habitat loss, invasive predators/competitors",68,EN,,,,,
Insular,Madagascar,extant,Carnivora,Viverridae,Fossa,fossana,,3.176,1500.000,"hunting, habitat loss, changes in competitors",68,VU,,,,,
Insular,Madagascar,extant,Carnivora,Viverridae,Fossa,fossana,,3.176,1500.000,"hunting, habitat loss, changes in competitors",68,VU,,,,,
Insular,Singapore,extant,Carnivora,Viverridae,Hemigalus,derbyanus,,3.294,1967.500,,"141, 142",,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Hemigalus,derbyanus,,3.398,2500.000,,119,,,,,,
Insular,"Sulawesi, Indonesia",extant,Carnivora,Viverridae,Macrogalidia,musschenbroekii,,3.602,4000.000,"hunting, habitat loss",138,VU,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Paguma,larvata,,3.633,4300.000,Added in by KJ and ME,"68, 118",,,,,,
Insular,Sri Lanka,extant,Carnivora,Viverridae,Paradoxurus,zeylonensis,,3.444,2780.750,,132,,,,,,
Insular,Sri Lanka,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,,3.481,3026.659,,132,,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,,3.505,3200.000,Added in by KJ and ME,"68, 118, 142",,,,,,
Insular,Philippines,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,,3.505,3200.000,Added in by KJ and ME,"68, 142",,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Prionodon,pardicolor,,2.709,512.000,,"115, 133",,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Prionodon,linsang,,2.845,700.000,,119,,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Viverra,tangalunga,,3.576,3770.000,,"142, 213",,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Viverra,zibetha,,4.000,10000.000,Added in by KJ and ME,"68, 119",,,,,,
Insular,Sri Lanka,extant,Carnivora,Viverridae,Viverricula,indica,,3.429,2686.166,,132,,,,,,
Insular,Taiwan,extant,Carnivora,Viverridae,Viverricula,indica,,3.462,2896.000,,"115, 117, 119, 120",,,,,,
Insular,Indonesia,extant,Carnivora,Viverridae,Viverricula,indica,,3.474,2980.000,,"115, 117, 119, 120, 142",,,,,,
Insular,Madagascar,extant,Carnivora,Viverridae,Viverricula,indica,,3.477,3000.000,2-4kg; introduced,150,,,,,,
Insular,"Seychelle Isls, possibly Zanzibar",extant,Chiroptera,Emballonuridae,Coleura,seychellensis,,1.024,10.567,,153,,,,,,
Insular,Madagascar,extant,Chiroptera,Emballonuridae,Emballonura,atrata,,-999.000,-999.000,,-999,,,,,,
Insular,"New Guinea, Kei Isls, Trobriand isls",extant,Chiroptera,Emballonuridae,Emballonura,beccarii,,0.623,4.200,,153,,,,,,
Insular,"Philippines, Borneo, Sulawesi and Tanimbar (Indonesia) and adjacent small islands",extant,Chiroptera,Emballonuridae,Emballonura,alecto,,0.720,5.250,,153,,,,,,
Insular,"Seram Isl, Kei Isls and Sulawesi (Indonesia); New Guniea; Bismarck arch; Choiseul, Ysabel and Malaita isls (Solomon Isls)",extant,Chiroptera,Emballonuridae,Emballonura,raffrayana,,0.748,5.600,,153,,,,,,
Insular,"Thailand to W Malaysia; Borneo; Sumatra, Rhio Arch., banka, Billiton, Engano, Babi Isls, Nias Isl, mentawai Isls, java, Sulawesi and Karimata isl (Indonesia)",extant,Chiroptera,Emballonuridae,Emballonura,monticola,,0.778,6.000,,257,,,,,,
Insular,"Maiana isls and Caroline Isls (including palau Isls), Vanuatu (=New Hebrides), Fiji Isls, Samoa",extant,Chiroptera,Emballonuridae,Emballonura,semicaudata,,0.799,6.300,,153,,,,,,
Insular,"Rennell and Malaita Isls (Solomon Isls), New Ireland (Bismarck Arch), New Guinea",extant,Chiroptera,Emballonuridae,Emballonura,dianae,,0.901,7.967,,"http://www.animalinfo.org/species/bat/embadian.htm, 259",,,,,,
Insular,"New Guinea, Bismarck Arch.",extant,Chiroptera,Emballonuridae,Emballonura,furax,,1.047,11.150,,259,,,,,,
Insular,"New Guniea, Kei Isls, Halmahera isls, Schouten Isls, Sulawesi, Amboina and Buru (Indonesia), Bismarch Arch (Papua New Guniea), Solomon Isls; adjacent small islands",extant,Chiroptera,Emballonuridae,Mosia,nigrescens,,0.512,3.250,,153,,,,,,
Insular,"Guerrero and Yucatan (Mexico) to Peru, paraguay and s and E Brazil; Trinidad and Tobago, margarita Isl (venezuela); Aruba Isl (Netherlands Antilles); Grenada",extant,Chiroptera,Emballonuridae,Peropteryx,macrotis,,0.734,5.422,,153,,,,,,
Insular,"E Oaxaca and C Veracruz (Mexico) to C and E brazil, peru, Bolivia, French Guiana, Guyana and Surinam, trinidad",extant,Chiroptera,Emballonuridae,Rhynchonycteris,naso,,0.489,3.080,,261,,,,,,
Insular,Philippines,extant,Chiroptera,Emballonuridae,Saccolaimus,pluto,,-999.000,-999.000,,-999,,,,,,
Insular,"SE New Guniea, NE Queensland (Australia)",extant,Chiroptera,Emballonuridae,Saccolaimus,mixtus,,1.362,23.0333333333,specimens from New Guinea and Australia,259,,,,,,
Insular,"India and Sri Lanka throug SE Asia to Borneo, Sumatra, Java and Timor (Indonesia); New Guinea, NE Queensland (Australia); Guadalcanal Isl (Solomon Isls)",extant,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,,1.580,38,,259,,,,,,
Insular,"Australia (except Tasmania), SE New Guinea",extant,Chiroptera,Emballonuridae,Saccolaimus,flaviventris,,1.594,39.25,,259,,,,,,
Insular,Chiapas and Tabasco (Mexico) to E Brazil and Peru; Guianas; Margarita Isl (Venezuela); Trinidad and Tobago,extant,Chiroptera,Emballonuridae,Saccopteryx,leptura,,0.638,4.350,,261,,,,,,
Insular,"Jalisco and Veracruz (Mexico) to Bolivia, Guianas and E Brazil south to Rio de Janiero; Trinidad and Tabago",extant,Chiroptera,Emballonuridae,Saccopteryx,bilineata,,0.856,7.175,,261,,,,,,
Insular,Philippines,extant,Chiroptera,Emballonuridae,Taphozous,philippinensis,,1.307,20.300,,153,,,,,,
Insular,"N Queensland (Australia), Torres strait Isls, SE New Guinea",extant,Chiroptera,Emballonuridae,Taphozous,australis,,1.360,22.900,,"153, 259",,,,,,
Insular,"Sri Lanka; India; Burma; Thailand, Laos, Vietnam, S China; malay Peninsula and adjacent islands; Borneo; sumatra, java, savu isl, Lombok, Sumbawa, Timor, kei isls and sulawesi (Indonesia)",extant,Chiroptera,Emballonuridae,Taphozous,melanopogon,,1.386,24.314,,"257, 122",,,,,,
Insular,"Sri Lanka, Inida to Cambodia; malay Peninsula; sumatra, Borneo, java, Bali and Flores (Indonesia)",extant,Chiroptera,Emballonuridae,Taphozous,longimanus,,1.430,26.920,,153,,,,,,
Insular,"South Africa to Sudan and Somalia to Senegal; mauritius and Renunion islans (Mascarene isls); Madagascar, assumption isl and Aldabra Isl.",extant,Chiroptera,Emballonuridae,Taphozous,mauritianus,,1.437,27.346,,153,,,,,,
Insular,"Kenya, NE Tanzania, Zanzibar",extant,Chiroptera,Emballonuridae,Taphozous,hildegardeae,,1.471,29.600,,153,,,,,,
Insular,"C India to Vietnam; Java, Borneo and Sulawesi",extant,Chiroptera,Emballonuridae,Taphozous,theobaldi,,1.600,39.800,,153,,,,,,
Insular,"Costa Rica to Peru and E brazil, Trinidad",extant,Chiroptera,Furipteridae,Furipterus,horrens,,0.502,3.177,,153,,,,,,
Insular,"Ethiopia, Somalia, kenya, Uganda, E Sudan, Tanzania, Zanzibar",extant,Chiroptera,Megadermatidae,Cardioderma,cor,,1.445,27.843,,153,,,,,,
Insular,"Senegal to Somalia, south to Zambia and Malawi; Zanzibar",extant,Chiroptera,Megadermatidae,Lavia,frons,,1.379,23.933,,153,,,,,,
Insular,"Sri Lanka and india through SE Asia to Lesser Sundas, the Philippines and Molucca Isls, various adjacent islands",extant,Chiroptera,Megadermatidae,Megaderma,spasma,,1.415,26.000,,122,,,,,,
Insular,"Afghanistan to s China, south to Sri Lanka and W Malaysia",extant,Chiroptera,Megadermatidae,Megaderma,lyra,,1.658,45.535,,153,,,,,,
Insular,"Indonesia, Malaysia ",extant,Chiroptera,Molossidae,Chaerephon,johorensis,,-999.000,-999.000,,-999,,,,,,
Insular,"Senegal to Yemen, south to South Africa, Bioko, Pemba and Zanzibar, Comoro Isls, Aldabra and Amirante Isls (seychellas), Madagascar",extant,Chiroptera,Molossidae,Chaerephon,pumila,,1.053,11.297,,153,,,,,,
Insular,"New Guniea, N and C Australia, Solomon Isls, Vanuatu (=New Hebrides), Fiji, perhaps Bismarck Arch",extant,Chiroptera,Molossidae,Chaerephon,jobensis,,1.098,12.525,,259,,,,,,
Insular,"India and Sri Lanka to S China and Vietnam, southeast to Phillipines, Borneo and lesser sunda isls, hainan (China), Cocos Keeling Isl (Indian Ocean)",extant,Chiroptera,Molossidae,Chaerephon,plicata,,1.154,14.250,,257,,,,,,
Insular,"W Malaysia, Sumatra and Java, Borneo, SW Philippines, sulawesi and nearby small islands",extant,Chiroptera,Molossidae,Cheiromeles,torquatus,,2.214,163.500,,153,,,,,,
Insular,"California and Texas (USA) to Zacatecas and Hidalgo (Mexico), Colombia to N argentina and E Brazil, Cuba",extant,Chiroptera,Molossidae,Eumops,perotis,,1.709,51.125,,153,,,,,,
Insular,"Nayarit (Mexico) to Ecuador and NE Brazil, Trinidad",extant,Chiroptera,Molossidae,Molossops,greenhalli,,1.175,14.967,,153,,,,,,
Insular,"Sinaloa and Coahuila (Mexico) to Peru, N Argentina, uruguay, brazil and Guinanas, greater and lesser antilles, margarita isl (Venezuela), Curacao and Bonaire (netherlands Antilles); Trinidad and Taboago",extant,Chiroptera,Molossidae,Molossus,molossus,,1.133,13.579,,153,,,,,,
Insular,"Honduras to Ecuador and Venezuela, Cozumel Isl (Mexico)",extant,Chiroptera,Molossidae,Molossus,bondae,,1.250,17.800,,153,,,,,,
Insular,"Sinaloa (Mexico) to Colombia and Surinam, Trinidad",extant,Chiroptera,Molossidae,Molossus,sinaloae,,1.354,22.575,,153,,,,,,
Insular,"Tamaulipas and Sinaloa (Mexico) to Peru, N Argentina, Brazil and Guinanas, Trinidad",extant,Chiroptera,Molossidae,Molossus,ater,,1.500,31.657,,153,,,,,,
Insular,"Sulawesi (Indonesia) and adjacent small islands, Philippines",extant,Chiroptera,Molossidae,Mops,sarasinorum,,-999.000,-999.000,,-999,,,,,,
Insular,"Liberia, Ivory Coast, Ghana, Togo, Benin, Rio Muni and Bioko (Equatorial Guinea) Zaire",extant,Chiroptera,Molossidae,Mops,spurrelli,,-999.000,-999.000,,-999,,,,,,
Insular,"Gambia to Kenya, Tanzania (including Zanzibar), Mozambique",extant,Chiroptera,Molossidae,Mops,brachypterus,,1.204,16.000,,153,,,,,,
Insular,"Sierra Leone to Rwanda, Bioko, perhaps Mozambique and Zanzibar",extant,Chiroptera,Molossidae,Mops,thersites,,1.342,22.000,,153,,,,,,
Insular,"Senegal to somalia, south to Angola, botswana and natal (South Africa), Madagascar",extant,Chiroptera,Molossidae,Mops,condylurus,,1.453,28.373,,153,,,,,,
Insular,"W Malaysia, Sumatra, Borneo, perhaps Java",extant,Chiroptera,Molossidae,Mops,mops,,1.491,30.950,,153,,,,,,
Insular,"Senegal to saudi arabia, south to Botswana and Tansvall (South africa), Madagascar",extant,Chiroptera,Molossidae,Mops,midas,,1.655,45.220,,153,,,,,,
Insular,"Reunion and Mauritius (Mascarene Isls), Madagascar, south Africa, Ethiopia",extant,Chiroptera,Molossidae,Mormopterus,acetabulosus,,-999.000,-999.000,,-999,,,,,,
Insular,Sumatra,extant,Chiroptera,Molossidae,Mormopterus,doriae,,-999.000,-999.000,,-999,,,,,,
Insular,Cuba,extant,Chiroptera,Molossidae,Mormopterus,minutus,,-999.000,-999.000,,-999,,,,,,
Insular,"Norfolk isl, SE Queensland, E New South Wales (australia)",extant,Chiroptera,Molossidae,Mormopterus,norfolkensis,,0.903,8.000,,153,,,,,,
Insular,"Australia, New Guinea",extant,Chiroptera,Molossidae,Mormopterus,planiceps,,0.944,8.800,,153,,,,,,
Insular,madagascar,extant,Chiroptera,Molossidae,Mormopterus,jugularis,,1.061,11.500,,153,,,,,,
Insular,"Molucca isls, New Guniea, adjacent small isls, N australia",extant,Chiroptera,Molossidae,Mormopterus,beccarii,,1.172,14.850,,153,,,,,,
Insular,"Tamaulipas and Ja;isco (Mexico) to NW Peru, N Argentina and Brazil, Trinidad, cuba",extant,Chiroptera,Molossidae,Nyctinomops,laticaudatus,,1.087,12.217,,153,,,,,,
