genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Dromoceratherium,simorrensis,15.970,7.246,2,0,NaN
Dryolestes,leirensis,155.700,150.800,2,2,0.0713
Dryomimus,eliomyoides,3.200,0.781,6,1,0.0970
Dryomys,apulus,11.608,5.332,1,0,NaN
Dryomys,murinus,23.030,20.430,1,0,NaN
Dryomys,nitedula,0.781,0.012,2,1,0.0013
Dryomys,sp.,3.200,0.781,3,0,NaN
Dyspterna,hopwoodi,37.200,33.900,1,1,0.1667
Eboroziphius,sp.,11.608,2.588,1,0,NaN
Ecprepaulax,anomala,161.200,150.800,1,1,0.0061
Ectropomys,exiguus,37.200,33.900,7,2,0.0971
Ectropomys,sp.,48.600,37.200,1,0,NaN
Ectypodus,childei,55.800,48.600,1,0,NaN
Eggysodon,osborni,33.900,28.400,1,0,NaN
Eggysodon,sp.,33.900,28.400,1,0,NaN
Elasmotherium,caucasicum,5.332,2.588,1,0,NaN
Elasmotherium,sibiricum,2.588,0.000,1,0,NaN
Elasmotherium,sp.,3.600,0.000,3,0,NaN
Elephas,antiquus,2.588,0.12,41,16,0.5534
Elephas,cypriotes,0.781,0.126,1,0,NaN
Elephas,falconeri,2.588,0.012,2,0,NaN
Elephas,mnaidriensis,2.588,0.012,1,0,NaN
Elephas,sp.,3.600,0.126,9,2,0.0216
Elephas,trogontherii,0.781,0.126,3,0,NaN
Eleutherodon,oxfordensis,167.700,164.700,3,3,0.2525
Elfomys,parvulus,37.200,33.900,5,1,0.3684
Elfomys,sp.,33.900,28.400,1,0,NaN
Eliomys,helleri,2.588,0.126,5,0,NaN
Eliomys,intermedius,7.246,0.781,22,5,0.1361
Eliomys,quercinus,3.200,0.012,28,6,0.0208
Eliomys,querzinus,2.588,0.012,7,0,NaN
Eliomys,reductus,13.650,12.750,1,0,NaN
Eliomys,sp.,7.750,0.126,19,2,0.0389
Eliomys,truci,15.970,2.588,21,14,0.0418
Ellobius,sp.,3.200,0.781,2,1,0.0100
Ellobius,talpinus,0.126,0.012,1,0,NaN
Ellobius,tancrei,0.781,0.126,1,0,NaN
Elomeryx,borbonicus,23.030,15.970,2,0,NaN
Elomeryx,crispus,37.200,28.400,2,0,NaN
Enhydra,reevei,2.588,1.806,1,1,1.0000
Enhydrictis,ardea,3.200,1.806,5,2,0.0274
Enhydrictis,sp.,3.200,0.012,3,0,NaN
Entelodon,antiquum,33.900,28.400,2,0,NaN
Entelodon,deguilheimi,33.900,28.400,1,0,NaN
Entelodon,deguilhemi,33.900,28.400,1,0,NaN
Entelodon,degulhemi,33.900,28.400,1,0,NaN
Entelodon,magnum,33.900,28.400,2,0,NaN
Entelodon,sp.,33.900,28.400,1,0,NaN
Eobaatar,clemensi,130.000,125.450,3,3,0.5503
Eobaatar,hispanicus,130.000,125.450,2,2,0.2500
Eobaatar,pajaronensis,130.000,125.450,2,1,1.0000
Eobaatar,sp.,130.000,125.450,3,2,0.2041
Eolagurus,argyropuloi,2.588,0.781,2,2,0.2030
Eolagurus,gromovi,0.781,0.126,1,0,NaN
Eolagurus,luteus,0.126,0.012,1,0,NaN
Eomellivora,liguritor,11.608,8.700,1,1,0.0008
Eomellivora,wimani,11.100,9.700,2,0,NaN
Eomyodon,mayoi,28.400,23.030,5,0,NaN
Eomyodon,volkerti,28.400,23.030,1,0,NaN
Eomyops,catalaunicus,15.970,13.650,1,0,NaN
Eomyops,sp.,20.000,11.608,2,0,NaN
Eomys,alulghensis,28.400,23.030,1,0,NaN
Eomys,antiquus,33.900,28.400,5,1,1.0000
Eomys,fahlbuschi,33.900,28.400,1,0,NaN
Eomys,gigas,28.400,23.030,1,0,NaN
Eomys,huerzeleri,28.400,23.030,2,0,NaN
Eomys,major,28.400,23.030,1,0,NaN
Eomys,minus,33.900,23.030,1,1,1.0000
Eomys,quercyi,28.400,23.030,3,0,NaN
Eomys,rhodanicus,20.000,16.900,1,0,NaN
Eomys,sp.,33.900,28.400,1,1,0.0769
Eomys,zitelli,28.400,23.030,1,0,NaN
Eomys,zitteli,33.900,23.030,6,0,NaN
Eoplatanista,gresalensis,23.030,20.430,2,0,NaN
Eoplatanista,italica,23.030,20.430,2,0,NaN
Eoplatanista,miocaenus,23.030,20.430,1,0,NaN
Eoplatanista,taurinensis,20.430,15.970,1,1,1.0000
Eosqualodon,langewieschei,28.400,23.030,1,0,NaN
Eosqualodon,latirostris,28.400,23.030,1,1,1.0000
Eotalpa,anglica,37.200,33.900,2,0,NaN
Eotalpa,belgica,33.900,28.400,2,0,NaN
Eotheroides,sp.,40.400,37.200,4,0,NaN
Eotragus,artenensis,16.900,15.970,1,0,NaN
Eotragus,haplodon,13.650,11.608,3,0,NaN
Eotragus,sansaniensis,15.970,7.246,8,1,0.0645
Eotragus,sp.,16.900,11.100,5,0,NaN
Eozapus,intermedius,11.608,7.750,6,4,0.0301
Epiaceratherium,magnum,33.900,28.400,1,0,NaN
Epimeriones,austriacus,8.700,7.750,2,0,NaN
Epimeriones,dacicus,2.588,0.781,1,0,NaN
Epimeriones,progressus,4.900,4.200,1,0,NaN
Epimeriones,sp.,5.332,2.588,1,0,NaN
Episoriculus,adroveri,5.332,2.588,1,0,NaN
Episoriculus,borsodensis,4.900,4.200,1,0,NaN
Episoriculus,castellarini,0.781,0.126,1,0,NaN
Episoriculus,corsicanus,0.781,0.126,1,0,NaN
Episoriculus,gibberodon,5.332,2.588,26,5,0.0193
Episoriculus,sp.,2.588,0.126,7,1,0.0024
Eppsinycteris,anglicus,55.800,48.600,1,1,0.0312
Eptesicus,aurelianensis,20.000,15.970,2,0,NaN
Eptesicus,campanensis,15.970,12.750,2,0,NaN
Eptesicus,nilssoni,0.781,0.126,1,0,NaN
Eptesicus,nilssonii,0.781,0.126,1,1,0.0009
Eptesicus,praeglacialis,3.200,0.781,2,0,NaN
Eptesicus,serotinus,0.781,0.126,1,0,NaN
Eptesicus,sp.,0.781,0.126,1,0,NaN
Equus,altidens,2.588,0.126,21,2,0.1392
Equus,aluticus,2.588,0.781,3,0,NaN
Equus,antiquus,2.588,0.012,1,0,NaN
Equus,apolloniensis,2.588,0.781,1,0,NaN
Equus,athanasiui,5.332,2.588,2,0,NaN
Equus,bressanus,5.332,0.126,8,5,0.1236
Equus,caballus,2.588,0.000,47,8,0.0555
Equus,complicatus,2.588,0.781,2,0,NaN
Equus,euxinicus,5.332,2.588,1,0,NaN
Equus,germanicus,2.588,0.126,2,0,NaN
Equus,hemionus,0.781,0.012,2,1,0.0741
Equus,hydruntinus,2.588,0.012,9,0,NaN
Equus,livenzovensis,3.200,2.588,1,0,NaN
Equus,marxi,2.588,0.126,6,0,NaN
Equus,mosbachensis,2.588,0.126,15,0,NaN
Equus,przewalski,2.588,0.781,1,0,NaN
Equus,pygmaeus,7.246,5.332,1,0,NaN
Equus,robustus,3.200,0.126,2,0,NaN
Equus,sanmeniensis,2.588,0.781,2,0,NaN
Equus,simionescui,5.332,2.588,2,0,NaN
Equus,sp.,3.200,0.000,63,10,0.0388
Equus,"sp. 1",0.781,0.126,1,0,NaN
Equus,"sp. 2",0.781,0.126,1,0,NaN
Equus,stehlini,5.332,0.781,4,1,0.2593
Equus,steinheimensis,0.781,0.126,1,0,NaN
Equus,stenonis,3.200,0.126,75,18,0.2196
Equus,suessenbornensis,2.588,0.126,10,1,0.0185
Equus,sussenbornensis,0.781,0.126,2,1,0.0201
Equus,taubachensis,2.588,0.781,1,0,NaN
Erignathus,barbatus,0.781,0.012,12,1,1.0000
Erinaceus,europaeus,2.588,0.000,10,0,NaN
Erinaceus,lechei,2.588,0.126,1,0,NaN
Erinaceus,ostramosi,2.588,0.781,2,2,0.0041
Erinaceus,praeglacialis,2.588,0.126,5,1,0.0011
Erinaceus,samsonowiczi,8.700,0.781,3,0,NaN
Erinaceus,sp.,8.700,0.126,32,9,0.0045
Eschrichtioides,gastaldii,3.600,2.588,2,2,0.7071
Eschrichtius,robustus,0.126,0.000,8,1,1.0000
Estellomys,ibericus,37.200,33.900,1,0,NaN
Esthonyx,sp.,55.800,48.600,1,0,NaN
Estramomys,simplex,4.200,0.781,8,1,0.0692
Estramomys,sp.,4.900,4.200,1,0,NaN
Etruria,sp.,8.700,5.332,1,0,NaN
Etruria,viallii,11.608,7.246,1,0,NaN
Etruridelphis,giulii,5.332,2.588,5,1,1.0000
Eubalaena,belgica,3.600,2.588,1,1,1.0000
Eubalaena,glacialis,2.588,0.000,3,0,NaN
Eubalaena,sp.,3.600,2.588,1,1,1.0000
Eucladoceros,boulei,2.588,0.781,1,0,NaN
Eucladoceros,ctenoides,2.588,0.781,2,0,NaN
Eucladoceros,dichotomus,3.200,2.588,1,1,0.0028
Eucladoceros,dicranios,5.332,0.126,7,1,0.0625
Eucladoceros,giulii,2.588,0.012,1,1,0.1600
Eucladoceros,sedgwicki,2.588,1.806,1,0,NaN
Eucladoceros,senezensis,3.200,1.806,19,1,0.0102
Eucladoceros,sp.,3.200,0.126,28,3,0.0999
Eucladoceros,teguliensis,2.588,0.781,1,0,NaN
Eucladoceros,tetraceros,2.588,0.781,3,0,NaN
Eucricetodon,aquitanicus,22.400,20.000,1,0,NaN
Eucricetodon,atavus,37.200,28.400,4,1,0.4615
Eucricetodon,cetinensis,22.400,20.000,1,1,0.1538
Eucricetodon,collatus,28.400,23.030,3,0,NaN
Eucricetodon,dubius,28.400,23.030,2,0,NaN
Eucricetodon,gerandianus,22.400,20.000,2,1,0.2308
Eucricetodon,"gr. praecursor-collatus",28.400,23.030,1,0,NaN
Eucricetodon,haslachensis,22.400,20.430,3,0,NaN
Eucricetodon,huberi,33.900,28.400,2,0,NaN
Eucricetodon,infralactorensis,20.000,16.900,1,0,NaN
Eucricetodon,infralactoriensis,20.000,16.900,1,0,NaN
Eucricetodon,longidens,28.400,23.030,4,0,NaN
Eucricetodon,martinensis,28.400,23.030,2,0,NaN
Eucricetodon,murinus,33.900,28.400,1,0,NaN
Eucricetodon,praecursor,28.400,23.030,1,0,NaN
Eucricetodon,quadratum,20.000,16.900,1,0,NaN
Eucricetodon,sp.,23.030,20.000,2,0,NaN
Eucricetodon,"sp. 1",28.400,23.030,1,0,NaN
Eudelphis,mortezelensis,15.970,7.246,2,0,NaN
Eumaiochoerus,etruscus,11.608,7.246,1,0,NaN
Eumyarion,bifidus,16.900,11.100,32,0,NaN
Eumyarion,candeloni,16.900,13.650,3,0,NaN
Eumyarion,latior,13.650,11.100,9,0,NaN
Eumyarion,leemani,12.750,11.100,1,0,NaN
Eumyarion,leemanni,11.100,9.700,1,0,NaN
Eumyarion,medium,12.750,11.100,1,0,NaN
Eumyarion,medius,20.430,11.608,11,1,0.0051
Eumyarion,sp.,16.900,11.608,11,0,NaN
Eumyarion,spp.,15.970,13.650,1,1,0.0214
Eumyarion,valencianum,23.030,5.332,1,0,NaN
Eumyarion,weinfurteri,16.900,12.750,17,0,NaN
Euprox,dicranoceros,11.608,8.700,1,1,0.0113
Euprox,furcatus,12.750,11.608,7,0,NaN
Euprox,sp.,15.970,8.700,6,0,NaN
Eurhinodelphis,cocheteuxi,23.030,7.246,9,1,1.0000
Eurhinodelphis,longirostris,13.650,7.246,10,0,NaN
Eurhinodelphis,sp.,20.430,7.246,6,1,0.3333
Eurodon,silveirinhensis,55.800,48.600,1,0,NaN
Eurolagus,fontannesi,13.650,12.750,2,0,NaN
Eurolagus,sp.,15.970,11.100,5,0,NaN
Euromys,cardosoi,55.800,48.600,1,0,NaN
Euronyctia,belgica,33.900,28.400,2,0,NaN
Euronyctia,saturninensis,37.200,33.900,1,0,NaN
Europolemur,klatti,48.600,40.400,1,0,NaN
Europolemur,koenigswaldi,48.600,40.400,2,0,NaN
Euroxenomys,minutum,15.970,13.650,1,0,NaN
Euroxenomys,minutus,13.650,12.750,1,0,NaN
Euroxenomys,sp.,11.608,8.700,1,1,0.0299
Eusmilus,sp.,33.900,28.400,1,0,NaN
Eutamias,sp.,8.700,2.588,2,0,NaN
Exoedaenodus,schaubi,28.400,23.030,1,0,NaN
Exoedaenodus,sp.,28.400,23.030,1,0,NaN
Fahlbuschia,crusafonti,12.750,11.100,1,0,NaN
Fahlbuschia,darocensis,13.650,12.750,2,0,NaN
Fahlbuschia,freudenthali,15.970,13.650,2,0,NaN
Fahlbuschia,koenigswaldi,20.430,12.750,6,0,NaN
Fahlbuschia,sp.,15.970,11.608,2,0,NaN
Felis,attica,8.700,7.246,2,0,NaN
Felis,christoli,8.700,5.332,1,0,NaN
Felis,lunensis,3.200,1.806,4,1,0.0028
Felis,macrotis,2.588,0.781,1,0,NaN
Felis,silvestris,2.588,0.126,4,1,0.0040
Felis,sp.,16.900,0.012,19,4,0.0051
Felis,sylvestris,0.781,0.000,5,2,0.0139
Felis,toscana,2.588,0.781,1,1,0.0109
Felis,wenzensis,4.200,3.200,1,0,NaN
Florinia,stehlini,20.000,15.970,4,1,0.0123
Fordonia,lavocati,55.800,48.600,1,0,NaN
Forsythia,gaudryi,16.900,11.100,3,0,NaN
Franconictis,humilidens,23.030,20.000,2,0,NaN
Galemys,kormosi,3.200,1.806,8,1,0.0168
Galemys,sp.,3.200,0.012,4,1,0.0333
Galemys,sulimskii,4.200,3.200,1,0,NaN
Galerix,aurelianensis,20.000,15.970,4,0,NaN
Galerix,exilis,16.900,11.608,9,0,NaN
Galerix,kostakii,16.900,15.970,1,0,NaN
Galerix,remmerti,20.000,11.608,2,0,NaN
Galerix,sp.,20.000,4.900,29,1,0.0556
Galerix,symeonidisi,16.900,12.750,6,1,0.0321
Gallogoral,meneghinii,3.200,1.806,9,1,0.5000
Galveodon,nannothus,130.000,125.450,2,2,0.1768
Gazella,anglica,2.588,1.806,1,0,NaN
Gazella,borbonica,4.900,1.806,18,2,0.1193
Gazella,bouvrainae,3.200,2.588,4,0,NaN
Gazella,brevicornis,13.650,7.246,4,0,NaN
Gazella,capricornis,11.608,7.246,1,0,NaN
Gazella,deperdita,11.608,2.588,11,1,0.5000
Gazella,gutturosa,0.126,0.012,1,1,0.0556
Gazella,schlosseri,11.608,7.246,1,0,NaN
Gazella,sp.,12.700,2.588,20,1,0.0062
Gazella,torticornis,2.588,1.806,1,0,NaN
Gazellospira,sp.,3.200,0.012,1,0,NaN
Gazellospira,torticornis,3.200,1.806,23,3,0.0505
Gelocus,communis,33.900,28.400,2,1,0.0400
Gelocus,laubei,33.900,28.400,1,0,NaN
Gelocus,minor,37.200,33.900,1,0,NaN
Gelocus,villebramarensis,33.900,28.400,1,0,NaN
Geotrypus,acutidentatus,28.400,23.030,3,0,NaN
Geotrypus,antiquus,28.400,23.030,2,0,NaN
Geotrypus,cadurcensis,28.400,23.030,1,0,NaN
Geotrypus,copernici,2.588,1.806,1,0,NaN
Geotrypus,ehrensteinensis,28.400,23.030,1,0,NaN
Geotrypus,montisasini,23.030,20.430,3,0,NaN
Geotrypus,sp.,33.900,23.030,3,0,NaN
Geotrypus,"sp. 1",28.400,23.030,1,0,NaN
Geotrypus,"sp. 2",28.400,23.030,1,0,NaN
Geotrypus,tomerdingensis,23.030,22.400,1,0,NaN
Gerhardodon,purbeckensis,145.500,140.200,1,0,NaN
Germanomys,sp.,3.200,0.781,5,0,NaN
Germanomys,weileri,4.200,2.588,4,0,NaN
Gervachoerus,dawsoni,48.600,40.400,1,1,0.3175
Gervachoerus,fontensis,37.200,33.900,5,1,0.1182
Gervachoerus,jaegeri,48.600,40.400,2,1,0.1587
Gervachoerus,minor,37.200,33.900,3,2,0.0194
Gervachoerus,suillus,40.400,37.200,6,0,NaN
Gesneropithex,figularis,40.400,37.200,1,0,NaN
Gesneropithex,grisollensis,37.200,33.900,1,1,0.2000
Gesneropithex,sp.,40.400,37.200,1,0,NaN
Gigarton,louisi,58.700,55.800,1,0,NaN
Gigarton,meyeri,58.700,55.800,4,0,NaN
Gigarton,sigogneauae,58.700,55.800,3,0,NaN
Giraffokeryx,sp.,13.650,12.750,1,0,NaN
Glamys,olallensis,33.900,28.400,1,0,NaN
Glamys,priscus,37.200,28.400,22,7,0.3062
Gliravus,bruijni,28.400,23.030,3,0,NaN
Gliravus,daamsi,37.200,33.900,7,5,0.0207
Gliravus,devoogdi,37.200,33.900,7,3,0.8919
Gliravus,fordi,37.200,33.900,1,1,1.0000
Gliravus,hispanicus,37.200,33.900,7,0,NaN
Gliravus,itardiensis,33.900,28.400,1,0,NaN
Gliravus,majori,33.900,28.400,1,0,NaN
Gliravus,meridionalis,37.200,33.900,7,0,NaN
Gliravus,minor,37.200,33.900,3,2,0.0853
Gliravus,robiacensis,37.200,33.900,1,0,NaN
Gliravus,robiaciensis,37.200,33.900,1,0,NaN
Gliravus,sp.,40.400,28.400,5,1,0.0769
Glirudinus,eggingensis,28.400,23.030,3,0,NaN
Glirudinus,glirulus,28.400,23.030,5,0,NaN
Glirudinus,gracilis,16.900,11.100,7,0,NaN
Glirudinus,minutus,16.900,12.750,3,1,0.0426
Glirudinus,modestus,20.000,15.970,10,1,0.0077
Glirudinus,sp.,16.900,12.750,4,1,0.0213
Glirudinus,undosus,16.900,11.100,6,1,0.0247
Glirulus,diremptus,16.900,13.650,2,1,0.0370
Glirulus,lissiensis,16.900,7.750,7,2,0.0746
Glirulus,pusillus,4.900,1.806,7,0,NaN
Glirulus,sp.,16.900,15.970,2,0,NaN
Glirulus,werenfelsi,15.970,9.700,2,2,0.0420
Glirurus,gemmula,5.332,2.588,1,1,0.0001
Glis,antiquus,2.588,0.781,1,0,NaN
Glis,glis,2.588,0.000,20,4,0.0311
Glis,minor,16.900,0.781,15,0,NaN
Glis,sackdillingensis,5.332,0.126,23,6,0.0093
Glis,sp.,16.900,0.126,9,4,0.0323
Glis,truyolsi,22.400,20.000,1,1,0.0769
Glis,vallesiensis,15.970,9.700,2,1,0.3568
Globicephala,etruriae,3.600,2.588,1,0,NaN
Globicephala,karsteni,23.030,2.588,1,1,1.0000
Globicephala,melas,0.126,0.000,2,0,NaN
Globicephala,sp.,11.608,0.781,2,1,1.0000
Globicetus,hiberus,20.430,13.650,3,2,0.5000
Gobiconodon,borissiaki,130.000,112.030,2,1,0.0833
Gobiconodon,hoburensis,130.000,112.030,2,0,NaN
Gobiconodon,sp.,130.000,125.450,4,1,0.1667
Gobiconodon,spp.,136.400,125.450,1,0,NaN
Gomphotherium,angustidens,16.900,1.806,53,7,0.1902
Gomphotherium,augustidens,15.970,13.650,1,0,NaN
Gomphotherium,olisiponense,20.430,15.970,2,0,NaN
Gomphotherium,olisiponensis,15.970,13.650,1,1,0.3333
Gomphotherium,sp.,23.030,11.100,9,0,NaN
Gomphotherium,subtapiroides,15.970,13.650,1,0,NaN
Gomphotherium,subtapiroideum,23.030,15.970,1,0,NaN
Graamocetus,longicollis,11.608,7.246,1,0,NaN
Gracilocyon,solei,55.800,48.600,1,0,NaN
Grampus,griseus,0.012,0.000,1,0,NaN
Graphiurops,austriacus,8.700,7.750,1,0,NaN
Griphopithecus,suessi,13.650,11.100,1,0,NaN
Gryphoca,similis,15.970,3.600,4,0,NaN
Guimarotodon,leiriensis,155.700,150.800,1,1,0.0096
Guimarotodus,inflatus,155.700,150.800,1,1,0.0354
Gulo,gulo,2.588,0.012,12,0,NaN
Gulo,sp.,2.588,0.012,2,0,NaN
Hadrictis,fricki,11.608,7.246,1,0,NaN
Hadrodelphis,poseidon,15.970,13.650,2,1,0.2500
Hadrodelphis,sp.,13.650,7.246,1,0,NaN
Hahnotherium,antiquum,167.700,164.700,3,3,0.0930
Hainina,sp.,58.700,55.800,4,0,NaN
Hainina,"sp. A",70.600,65.500,1,1,0.7500
Hainina,"sp. B",70.600,65.500,1,1,0.2500
Hainina,vianeyae,58.700,55.800,1,0,NaN
Haldanodon,exspectatus,155.700,150.800,2,0,NaN
Halichoerus,grypus,0.126,0.000,8,0,NaN
Halitherium,christolii,28.400,5.332,6,3,1.0000
Halitherium,schinzii,33.900,11.608,28,6,0.3969
Halitherium,sp.,48.600,11.608,33,8,1.0000
Halitherium,taulannense,37.200,33.900,1,1,1.0000
Hallautherium,schalchi,205.600,201.600,1,1,0.0408
Haplobunodon,lyddekeri,37.200,33.900,1,0,NaN
Haplobunodon,lydekkeri,37.200,33.900,1,1,0.0556
Haplobunodon,muelleri,48.600,40.400,1,0,NaN
Haplobunodon,mulleri,40.400,37.200,5,0,NaN
Haplobunodon,ruetimeyeri,40.400,37.200,1,0,NaN
Haplobunodon,solodurense,48.600,37.200,5,0,NaN
Haplobunodon,sp.,40.400,37.200,1,0,NaN
Haplobunodon,venatorum,40.400,37.200,1,0,NaN
Haplocyonoides,mordax,20.000,16.900,2,1,0.2222
Haplomeryx,egerkingensis,40.400,37.200,2,0,NaN
Haplomeryx,euzetensis,37.200,33.900,7,2,0.0243
Haplomeryx,obliquus,37.200,33.900,1,0,NaN
Haplomeryx,picteti,40.400,33.900,8,3,0.0411
Haplomeryx,zitteli,37.200,33.900,3,2,0.0183
Haramiya,sp.,205.600,201.600,1,1,0.2500
Harpagophagus,sanguinensis,33.900,28.400,1,0,NaN
Hassianycteris,joeli,55.800,48.600,1,1,0.5000
Heissigia,bolligeri,15.970,13.650,1,0,NaN
Helladotherium,duvernoyi,8.700,7.750,7,1,0.2500
Helladotherium,sp.,11.608,7.246,1,0,NaN
Helvetiodon,schutzi,205.600,201.600,1,1,0.7551
Hemicyon,goeriachensis,13.650,11.100,1,0,NaN
Hemicyon,hareni,20.430,15.970,1,0,NaN
Hemicyon,sansaniensis,20.430,12.750,7,0,NaN
Hemicyon,stehlini,16.900,15.970,3,0,NaN
Hemiechinus,samsonowiczi,5.332,2.588,1,0,NaN
Hemisorex,sp.,20.000,16.900,1,0,NaN
Hemisyntrachelus,cortesii,5.332,2.588,16,6,0.8327
Hemisyntrachelus,sp.,11.608,1.806,4,0,NaN
Hemitragus,alba,2.588,0.781,1,0,NaN
Hemitragus,bonali,3.200,0.126,13,0,NaN
Hemitragus,jemlahicus,0.781,0.126,3,0,NaN
Hemitragus,sp.,2.588,0.126,6,0,NaN
Henkelodon,naias,155.700,150.800,1,0,NaN
Henkelodon,sp.,155.700,150.800,1,1,0.0032
Henkelotherium,guimarotae,155.700,150.800,1,0,NaN
Heramys,eviensis,16.900,15.970,1,0,NaN
Herpestes,aurelianensis,16.900,11.608,2,0,NaN
Herpestes,filholi,12.750,11.100,1,0,NaN
Herpestides,antiquus,23.030,20.000,2,0,NaN
Herpestides,compactus,22.400,20.000,1,0,NaN
Herpestides,sp.,22.400,20.000,1,0,NaN
Herpetocetus,scaldiensis,13.650,1.806,9,1,1.0000
Herpetocetus,sp.,3.600,2.588,1,1,1.0000
Hesperidoceras,merlae,5.332,0.012,1,1,0.0102
Hesperoceras,merlae,5.332,2.588,1,0,NaN
Hesperoinia,sp.,11.608,7.246,1,0,NaN
Heterocetus,brevifrons,20.430,1.806,8,0,NaN
Heterocetus,major,5.332,2.588,1,0,NaN
Heterocetus,sp.,11.608,7.246,1,0,NaN
Heterocetus,sprangii,13.650,2.588,3,0,NaN
Heterocricetodon,hausi,28.400,23.030,1,0,NaN
Heterocricetodon,landroveri,28.400,23.030,3,0,NaN
Heterocricetodon,sp.,28.400,23.030,1,0,NaN
Heterocricetodon,stehlini,28.400,23.030,3,0,NaN
Heterodelphis,croatica,12.700,11.608,1,0,NaN
Heterodelphis,klinderi,11.608,7.246,1,0,NaN
Heterodelphis,leiodontus,13.650,11.608,1,0,NaN
Heterohyus,europeus,40.400,37.200,3,0,NaN
Heterohyus,fortis,40.400,37.200,2,0,NaN
Heterohyus,gracilis,40.400,37.200,2,0,NaN
Heterohyus,heufelderi,48.600,40.400,1,0,NaN
Heterohyus,morinionensis,40.400,37.200,1,0,NaN
Heterohyus,nanus,40.400,33.900,4,0,NaN
Heterohyus,sp.,55.800,33.900,7,4,0.4962
Heterohyus,"sp. I",55.800,48.600,1,1,0.5714
Heterohyus,"sp. II",55.800,48.600,1,1,0.1429
Heterohyus,"sp. III",55.800,48.600,1,1,0.1429
Heterohyus,sudrei,40.400,33.900,2,0,NaN
Heteromyoxus,sp.,16.900,15.970,1,1,0.0247
Heteromyoxus,wetzleri,23.030,20.430,1,0,NaN
Heteroprox,larteti,13.650,11.608,6,0,NaN
Heteroprox,rubricati,15.970,13.650,1,0,NaN
Heteroprox,sp.,23.030,5.332,1,0,NaN
Heterosorex,kinkelini,33.900,28.400,1,0,NaN
Heterosorex,neumayrianus,22.400,15.970,5,0,NaN
Heterosorex,neymayrianus,20.000,16.900,1,0,NaN
Heterosorex,ruemkeae,16.900,15.970,1,0,NaN
Heterosorex,sansaniensis,20.430,11.608,2,0,NaN
Heterosorex,sp.,33.900,13.650,7,1,0.0247
Heteroxerus,grivensis,15.970,12.750,6,0,NaN
Heteroxerus,huerzeleri,11.608,8.700,4,2,0.3665
Heteroxerus,hurzeleri,15.970,11.608,3,0,NaN
Heteroxerus,lavocati,28.400,23.030,5,0,NaN
Heteroxerus,paulhiacensis,28.400,20.000,6,0,NaN
Heteroxerus,rubricati,20.430,8.700,29,2,0.1173
Heteroxerus,sp.,28.400,8.700,18,1,0.0182
Hexaprotodon,pantanellii,5.332,3.200,1,0,NaN
Hexaprotodon,sp.,8.700,5.332,1,0,NaN
Hipparion,catalaunicum,11.608,8.700,4,0,NaN
Hipparion,concudense,11.608,5.332,3,1,0.0769
Hipparion,crassum,4.900,2.588,3,1,0.4568
Hipparion,dietrichi,8.700,7.750,2,0,NaN
Hipparion,fissurae,5.332,3.200,1,0,NaN
Hipparion,gracile,12.700,3.600,26,1,0.5000
Hipparion,gromovae,8.700,5.332,3,1,0.6154
Hipparion,laromae,9.700,8.700,1,0,NaN
Hipparion,longipes,4.900,4.200,1,0,NaN
Hipparion,macedonicum,8.700,7.750,1,0,NaN
Hipparion,malustenense,5.332,2.588,2,0,NaN
Hipparion,matthewi,8.700,5.332,2,0,NaN
Hipparion,mediterraneum,8.700,7.246,2,0,NaN
Hipparion,minus,12.700,5.332,2,0,NaN
Hipparion,moriturum,3.200,2.588,2,1,0.0056
Hipparion,periafricanum,8.700,5.332,1,0,NaN
Hipparion,rocinantis,5.332,2.588,1,0,NaN
Hipparion,sp.,12.700,1.806,32,1,0.0219
Hippopotamodon,antiquus,2.588,1.806,2,1,0.1739
Hippopotamus,amphibius,2.588,0.12,61,3,0.0260
Hippopotamus,antiquus,2.588,0.126,10,4,0.2829
Hippopotamus,major,2.588,0.126,15,2,0.0473
Hippopotamus,minor,0.781,0.126,1,0,NaN
Hippopotamus,pentlandi,2.588,0.012,1,0,NaN
Hippopotamus,sp.,4.200,0.012,12,3,0.0397
Hipposideros,morloti,37.200,33.900,6,0,NaN
Hipposideros,schlosseri,40.400,33.900,8,2,0.0099
Hipposideros,sp.,20.430,15.970,1,0,NaN
Hipposideros,sp.2,37.200,33.900,3,0,NaN
Hipposideros,trassounius,40.400,37.200,1,1,0.0093
Hippotherium,primigenium,11.100,9.700,4,1,0.8218
Hispanomeryx,duriensis,11.608,8.700,1,1,0.0039
Hispanomys,adroveri,7.750,7.246,4,0,NaN
Hispanomys,bijugatus,12.750,11.100,1,0,NaN
Hispanomys,daamsi,12.750,11.100,1,0,NaN
Hispanomys,decedens,11.608,8.700,4,0,NaN
Hispanomys,dispectus,12.750,9.700,2,0,NaN
Hispanomys,freudenthali,8.700,5.332,3,3,0.1264
Hispanomys,mediterraneus,11.608,7.246,3,0,NaN
Hispanomys,peralensis,9.700,7.750,10,7,0.1740
Hispanomys,sp.,9.700,7.246,6,4,0.0211
Hispanomys,thaleri,11.100,9.700,1,0,NaN
Hispanotherium,matritense,20.430,15.970,1,1,0.7091
Hispanotherium,matritensis,16.900,13.650,1,0,NaN
Hispanotherium,sp.,20.430,15.970,1,0,NaN
Histriophoca,alekseevi,13.650,11.608,1,0,NaN
